date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-02-27,756,0,390,6,0,0,,9,0,,,山东
2020-02-28,756,0,411,6,0,0,,21,0,,,山东
2020-02-29,756,0,431,6,0,0,,20,0,,,山东
2020-03-01,758,0,455,6,0,2,,24,0,,,山东
2020-03-02,758,0,497,6,0,0,,42,0,,,山东
2020-03-03,758,0,511,6,0,0,,14,0,,,山东
2020-03-04,758,0,576,6,0,0,,65,0,,,山东
2020-03-05,758,0,602,6,0,0,,26,0,,,山东
2020-03-06,758,0,625,6,0,0,,23,0,,,山东
2020-03-07,758,0,637,6,0,0,,12,0,,,山东
2020-03-08,758,0,647,6,0,0,,10,0,,,山东
2020-03-09,758,0,703,6,0,0,,56,0,,,山东
2020-03-10,759,0,721,6,0,1,,18,0,,,山东
2020-03-11,760,0,733,6,0,1,,12,0,,,山东
2020-03-12,760,0,739,7,0,0,,6,1,,,山东
2020-03-13,760,0,740,7,0,0,,1,0,,,山东
2020-03-14,760,0,741,7,0,0,,1,0,,,山东
2020-03-15,760,0,743,7,0,0,,2,0,,,山东
2020-03-16,761,0,746,7,0,1,,3,0,,,山东
2020-03-17,761,0,746,7,0,0,,0,0,,,山东
2020-03-18,761,0,747,7,0,0,,1,0,,,山东
2020-03-19,762,0,748,7,0,1,,1,0,,,山东
2020-03-20,764,0,749,7,0,2,,1,0,,,山东
2020-03-21,765,0,750,7,0,1,,1,0,,,山东
2020-03-22,767,0,751,7,0,2,,1,0,,,山东
2020-03-23,768,0,752,7,0,1,,1,0,,,山东
2020-03-24,769,0,752,7,0,1,,0,0,,,山东
2020-03-25,769,0,752,7,0,0,,0,0,,,山东
2020-03-26,771,0,752,7,0,2,,0,0,,,山东
2020-03-27,772,0,752,7,0,1,,0,0,,,山东
2020-03-28,772,0,752,7,0,0,,0,0,,,山东
2020-03-29,773,0,753,7,0,1,,1,0,,,山东
2020-03-30,774,0,753,7,0,1,,0,0,,,山东
2020-03-31,774,0,753,7,0,0,,0,0,,,山东
2020-01-21,1,0,0,0,0,1,,0,0,,,香港
2020-01-22,1,0,0,0,0,0,,0,0,,,香港
2020-01-23,2,0,0,0,0,1,,0,0,,,香港
2020-01-24,5,0,0,0,0,3,,0,0,,,香港
2020-01-25,5,0,0,0,0,0,,0,0,,,香港
2020-01-26,8,0,0,0,0,3,,0,0,,,香港
2020-01-27,8,0,0,0,0,0,,0,0,,,香港
2020-01-28,8,0,0,0,0,0,,0,0,,,香港
2020-01-29,10,0,0,0,0,2,,0,0,,,香港
2020-01-30,12,0,0,0,0,2,,0,0,,,香港
2020-01-31,13,0,0,0,0,1,,0,0,,,香港
2020-02-01,14,0,0,0,0,1,,0,0,,,香港
2020-02-02,15,0,0,0,0,1,,0,0,,,香港
2020-02-03,15,0,0,0,0,0,,0,0,,,香港
2020-02-04,18,0,0,1,0,3,,0,1,,,香港
2020-02-05,21,0,0,1,0,3,0.0,0,0,,,香港
2020-02-06,24,0,0,1,0,3,0.0,0,0,,,香港
2020-02-07,26,0,0,1,0,2,0.0,0,0,,,香港
2020-02-08,26,0,0,1,0,0,0.0,0,0,,,香港
2020-02-09,36,0,0,1,0,10,0.0,0,0,,,香港
2020-02-10,42,0,0,1,0,6,0.0,0,0,,,香港
2020-02-11,49,0,0,1,0,7,0.0,0,0,,,香港
2020-02-12,50,0,1,1,0,1,0.0,1,0,,,香港
2020-02-13,53,0,1,1,0,3,0.0,0,0,,,香港
2020-02-14,56,0,1,1,0,3,0.0,0,0,,,香港
2020-02-15,56,0,1,1,0,0,0.0,0,0,,,香港
2020-02-16,57,0,2,1,0,1,0.0,1,0,,,香港
2020-02-17,60,0,2,1,0,3,0.0,0,0,,,香港
2020-02-18,62,0,4,1,0,2,0.0,2,0,,,香港
2020-02-19,65,0,5,2,0,3,0.0,1,1,,,香港
2020-02-20,68,0,5,2,0,3,0.0,0,0,,,香港
2020-02-21,68,0,6,2,0,0,0.0,1,0,,,香港
2020-02-22,69,0,11,2,0,1,0.0,5,0,,,香港
2020-02-23,74,0,12,2,0,5,0.0,1,0,,,香港
2020-02-24,81,0,18,2,0,7,0.0,6,0,,,香港
2020-02-25,85,0,18,2,0,4,0.0,0,0,,,香港
2020-02-26,91,0,24,2,0,6,0.0,6,0,,,香港
2020-02-27,93,0,26,2,0,2,0.0,2,0,,,香港
2020-02-28,94,0,30,2,0,1,0.0,4,0,,,香港
2020-02-29,95,0,33,2,0,1,0.0,3,0,,,香港
2020-03-01,98,0,36,2,0,3,0.0,3,0,,,香港
2020-03-02,100,0,36,2,0,2,0.0,0,0,0.0,,香港
2020-03-03,100,0,37,2,0,0,0.0,1,0,0.0,,香港
2020-03-04,104,0,43,2,0,4,0.0,6,0,0.0,,香港
2020-03-05,104,0,46,2,0,0,0.0,3,0,0.0,,香港
2020-03-06,107,0,51,2,0,3,0.0,5,0,0.0,,香港
2020-03-07,109,0,55,2,0,2,0.0,4,0,0.0,,香港
2020-03-08,114,0,59,3,0,5,0.0,4,1,0.0,,香港
2020-03-09,115,0,60,3,0,1,0.0,1,0,0.0,,香港
2020-03-10,120,0,65,3,0,5,0.0,5,0,0.0,,香港
2020-03-11,129,0,67,3,0,9,0.0,2,0,0.0,,香港
2020-03-12,131,0,75,3,0,2,0.0,8,0,0.0,,香港
2020-03-13,137,0,78,4,0,6,0.0,3,1,0.0,,香港
2020-03-14,141,0,81,4,0,4,0.0,3,0,0.0,,香港
2020-03-15,148,0,84,4,0,7,0.0,3,0,0.0,,香港
2020-03-16,157,0,88,4,0,9,0.0,4,0,0.0,,香港
2020-03-17,167,0,92,4,0,10,0.0,4,0,0.0,,香港
2020-03-18,192,0,95,4,0,25,0.0,3,0,0.0,,香港
2020-03-19,208,0,98,4,0,16,0.0,3,0,0.0,,香港
2020-03-20,256,0,98,4,0,48,0.0,0,0,0.0,,香港
2020-03-21,273,0,100,4,0,17,0.0,2,0,0.0,,香港
2020-03-22,317,0,100,4,0,44,0.0,0,0,0.0,,香港
2020-03-23,356,0,101,4,0,39,0.0,1,0,0.0,,香港
2020-03-24,386,0,102,4,0,30,0.0,1,0,0.0,,香港
2020-03-25,410,0,106,4,0,24,0.0,4,0,0.0,,香港
2020-03-26,453,0,110,4,0,43,0.0,4,0,0.0,,香港
2020-03-27,518,0,111,4,0,65,0.0,1,0,0.0,,香港
2020-03-28,582,0,112,4,0,64,0.0,1,0,0.0,,香港
2020-03-29,641,0,118,4,0,59,0.0,6,0,0.0,,香港
2020-03-30,682,0,124,4,0,41,0.0,6,0,0.0,,香港
2020-03-31,714,0,128,4,0,32,0.0,4,0,0.0,,香港
2020-01-22,1,0,0,0,0,1,,0,0,,,江苏
2020-01-23,5,0,0,0,0,4,,0,0,,,江苏
2020-01-24,14,0,0,0,0,9,,0,0,,,江苏
2020-01-25,31,0,1,0,0,17,,1,0,,,江苏
2020-01-26,47,0,1,0,0,16,,0,0,,,江苏
2020-01-27,70,0,1,0,0,23,,0,0,,,江苏
2020-01-28,99,0,1,0,0,29,,0,0,,,江苏
2020-01-29,129,0,1,0,0,30,,0,0,,,江苏
2020-01-30,168,0,2,0,0,39,,1,0,,,江苏
2020-01-31,202,42,5,0,0,34,,3,0,,,江苏
2020-02-01,236,47,6,0,0,34,,1,0,,,江苏
2020-02-02,271,44,7,0,0,35,,1,0,,,江苏
2020-02-03,308,47,8,0,0,37,,1,0,,,江苏
2020-02-04,341,43,13,0,0,33,,5,0,,,江苏
2020-02-05,373,0,26,0,0,32,0.0,13,0,,,江苏
2020-02-06,408,59,38,0,0,35,34.0,12,0,,,江苏
2020-02-07,439,59,43,0,0,31,0.0,5,0,,,江苏
2020-02-08,468,0,51,0,0,29,,8,0,,,江苏
2020-02-09,492,0,72,0,0,24,,21,0,,,江苏
2020-02-10,515,0,84,0,0,23,,12,0,,,江苏
2020-02-11,543,0,94,0,0,28,,10,0,,,江苏
2020-02-12,570,0,131,0,0,27,,37,0,,,江苏
2020-02-13,593,0,137,0,0,23,,6,0,,,江苏
2020-02-14,604,0,160,0,0,11,,23,0,,,江苏
2020-02-15,617,0,190,0,0,13,,30,0,,,江苏
2020-02-16,626,0,226,0,0,9,,36,0,,,江苏
2020-02-17,629,0,263,0,0,3,,37,0,,,江苏
2020-02-18,631,0,296,0,0,2,,33,0,,,江苏
2020-02-19,631,0,325,0,0,0,,29,0,,,江苏
2020-02-20,631,0,352,0,0,0,,27,0,,,江苏
2020-02-21,631,0,387,0,0,0,,35,0,,,江苏
2020-02-22,631,0,411,0,0,0,,24,0,,,江苏
2020-02-23,631,0,427,0,0,0,,16,0,,,江苏
2020-02-24,631,0,458,0,0,0,,31,0,,,江苏
2020-02-25,631,0,463,0,0,0,,5,0,,,江苏
2020-02-26,631,0,494,0,0,0,,31,0,,,江苏
2020-02-27,631,0,506,0,0,0,,12,0,,,江苏
2020-02-28,631,0,519,0,0,0,,13,0,,,江苏
2020-02-29,631,0,529,0,0,0,,10,0,,,江苏
2020-03-01,631,0,536,0,0,0,,7,0,,,江苏
2020-03-02,631,0,555,0,0,0,,19,0,,,江苏
2020-03-03,631,0,565,0,0,0,,10,0,,,江苏
2020-03-04,631,0,580,0,0,0,,15,0,,,江苏
2020-03-05,631,0,588,0,0,0,,8,0,,,江苏
2020-03-06,631,0,601,0,0,0,,13,0,,,江苏
2020-03-07,631,0,610,0,0,0,,9,0,,,江苏
2020-03-08,631,0,618,0,0,0,,8,0,,,江苏
2020-03-09,631,0,622,0,0,0,,4,0,,,江苏
2020-03-10,631,0,627,0,0,0,,5,0,,,江苏
2020-03-11,631,0,628,0,0,0,,1,0,,,江苏
2020-03-12,631,0,630,0,0,0,,2,0,,,江苏
2020-03-13,631,0,630,0,0,0,,0,0,,,江苏
2020-03-14,631,0,631,0,0,0,,1,0,,,江苏
2020-03-15,631,0,631,0,0,0,,0,0,,,江苏
2020-03-16,631,0,631,0,0,0,,0,0,,,江苏
2020-03-17,631,0,631,0,0,0,,0,0,,,江苏
2020-03-18,631,0,631,0,0,0,,0,0,,,江苏
2020-03-19,631,0,631,0,0,0,,0,0,,,江苏
2020-03-20,631,0,631,0,0,0,,0,0,,,江苏
2020-03-21,633,0,631,0,0,2,,0,0,,,江苏
2020-03-22,633,0,631,0,0,0,,0,0,,,江苏
2020-03-23,636,0,631,0,0,3,,0,0,,,江苏
2020-03-24,638,0,631,0,0,2,,0,0,,,江苏
2020-03-25,640,0,631,0,0,2,,0,0,,,江苏
2020-03-26,641,0,631,0,0,1,,0,0,,,江苏
2020-03-27,641,0,631,0,0,0,,0,0,,,江苏
2020-03-28,644,0,631,0,0,3,,0,0,,,江苏
2020-03-29,645,0,631,0,0,1,,0,0,,,江苏
2020-03-30,646,0,631,0,0,1,,0,0,,,江苏
2020-03-31,646,0,631,0,0,0,,0,0,,,江苏
2020-01-21,10,0,0,0,0,10,,0,0,,,北京
2020-01-22,14,0,0,0,0,4,,0,0,,,北京
2020-01-23,26,0,0,0,0,12,,0,0,,,北京
2020-01-24,36,0,0,0,0,10,,0,0,,,北京
2020-01-25,51,0,0,0,0,15,,0,0,,,北京
2020-01-26,67,0,1,0,0,16,,1,0,,,北京
2020-01-27,80,0,1,1,0,13,,0,1,,,北京
2020-01-28,96,0,4,1,0,16,,3,0,,,北京
2020-01-29,112,0,4,1,0,16,,0,0,,,北京
2020-01-30,132,0,5,1,0,20,,1,0,,,北京
2020-01-31,156,0,9,1,0,24,,4,0,,,北京
2020-02-01,183,0,9,1,0,27,,0,0,,,北京
2020-02-02,212,0,12,1,0,29,,3,0,,,北京
2020-02-03,228,141,23,1,0,16,,11,0,,,北京
2020-02-04,253,160,24,1,0,25,,1,0,,,北京
2020-02-05,274,0,31,1,0,21,0.0,7,0,,,北京
2020-02-06,297,157,33,1,0,23,51.0,2,0,,,北京
2020-02-07,315,0,33,2,0,18,0.0,0,1,,,北京
2020-02-08,326,0,37,2,0,11,0.0,4,0,,,北京
2020-02-09,337,0,44,2,0,11,,7,0,,,北京
2020-02-10,342,0,48,3,0,5,,4,1,,,北京
2020-02-11,352,0,56,3,0,10,,8,0,,,北京
2020-02-12,366,0,68,3,0,14,0.0,12,0,,,北京
2020-02-13,372,0,79,3,0,6,,11,0,,,北京
2020-02-14,375,0,97,4,0,3,,18,1,,,北京
2020-02-15,380,0,105,4,0,5,,8,0,,,北京
2020-02-16,381,0,114,4,0,1,,9,0,,,北京
2020-02-17,387,0,122,4,0,6,,8,0,,,北京
2020-02-18,393,0,145,4,0,6,,23,0,,,北京
2020-02-19,395,0,153,4,0,2,,8,0,,,北京
2020-02-20,396,0,169,4,0,1,,16,0,,,北京
2020-02-21,399,0,178,4,0,3,,9,0,,,北京
2020-02-22,399,0,189,4,0,0,,11,0,,,北京
2020-02-23,399,0,198,4,0,0,,9,0,,,北京
2020-02-24,400,0,215,4,0,1,,17,0,,,北京
2020-02-25,400,0,235,4,0,0,,20,0,,,北京
2020-02-26,410,0,248,5,0,10,,13,1,,,北京
2020-02-27,410,0,257,7,0,0,,9,2,,,北京
2020-02-28,411,0,271,8,0,1,,14,1,,,北京
2020-02-29,413,0,276,8,0,2,,5,0,,,北京
2020-03-01,414,0,282,8,0,1,0.0,6,0,,,北京
2020-03-02,414,0,288,8,0,0,,6,0,,,北京
2020-03-03,417,0,294,8,0,3,,6,0,,,北京
2020-03-04,418,0,297,8,0,1,,3,0,,,北京
2020-03-05,422,0,298,8,0,4,,1,0,,,北京
2020-03-06,426,0,303,8,0,4,,5,0,,,北京
2020-03-07,428,0,308,8,0,2,,5,0,,,北京
2020-03-08,428,0,315,8,0,0,,7,0,,,北京
2020-03-09,429,0,320,8,0,1,,5,0,,,北京
2020-03-10,435,0,326,8,0,6,,6,0,,,北京
2020-03-11,435,0,334,8,0,0,,8,0,,,北京
2020-03-12,436,0,342,8,0,1,,8,0,,,北京
2020-03-13,437,0,349,8,0,1,,7,0,,,北京
2020-03-14,442,0,353,8,0,5,,4,0,,,北京
2020-03-15,446,0,358,8,0,4,,5,0,,,北京
2020-03-16,455,0,368,8,0,9,,10,0,,,北京
2020-03-17,458,0,373,8,0,3,,5,0,,,北京
2020-03-18,479,0,379,8,0,21,,6,0,,,北京
2020-03-19,485,0,384,8,0,6,,5,0,,,北京
2020-03-20,499,0,392,8,0,14,,8,0,,,北京
2020-03-21,512,0,398,8,0,13,,6,0,,,北京
2020-03-22,522,0,400,8,0,10,,2,0,,,北京
2020-03-23,554,0,401,8,0,32,,1,0,,,北京
2020-03-24,559,0,401,8,0,5,,0,0,,,北京
2020-03-25,565,0,403,8,0,6,,2,0,,,北京
2020-03-26,569,0,406,8,0,4,,3,0,,,北京
2020-03-27,572,0,409,8,0,3,,3,0,,,北京
2020-03-28,576,0,411,8,0,4,,2,0,,,北京
2020-03-29,577,0,412,8,0,1,,1,0,,,北京
2020-03-30,580,0,416,8,0,3,0.0,4,0,0.0,,北京
2020-03-31,580,0,418,8,0,0,,2,0,,,北京
2020-04-01,580,0,418,8,0,0,,0,0,,,北京
2020-01-21,5,0,0,0,0,5,,0,0,,,重庆
2020-01-22,9,13,0,0,0,4,,0,0,,,重庆
2020-01-23,27,71,0,0,0,18,,0,0,,,重庆
2020-01-24,57,86,0,0,0,30,,0,0,,,重庆
2020-01-25,75,146,0,0,0,18,,0,0,,,重庆
2020-01-26,110,188,0,0,0,35,,0,0,,,重庆
2020-01-27,132,219,0,0,0,22,,0,0,,,重庆
2020-01-28,147,246,0,0,0,15,,0,0,,,重庆
2020-01-29,165,279,0,0,0,18,,0,0,,,重庆
2020-01-30,206,378,1,0,0,41,,1,0,,,重庆
2020-01-31,238,408,3,1,0,32,,2,1,,,重庆
2020-02-01,262,425,3,1,0,24,,0,0,,,重庆
2020-02-02,300,398,7,2,0,38,,4,1,,,重庆
2020-02-03,337,387,9,2,0,37,,2,0,,,重庆
2020-02-04,366,397,14,2,0,29,,5,0,,,重庆
2020-02-05,389,0,15,2,0,23,0.0,1,0,,,重庆
2020-02-06,411,408,24,2,0,22,177.0,9,0,,,重庆
2020-02-07,426,408,31,2,0,15,0.0,7,0,,,重庆
2020-02-08,446,0,39,2,0,20,,8,0,,,重庆
2020-02-09,468,0,51,2,0,22,,12,0,,,重庆
2020-02-10,486,0,66,2,0,18,0.0,15,0,,,重庆
2020-02-11,505,0,79,3,0,19,0.0,13,1,,,重庆
2020-02-12,518,0,102,3,0,13,,23,0,,,重庆
2020-02-13,529,0,128,4,0,11,0.0,26,1,,,重庆
2020-02-14,537,0,152,5,0,8,,24,1,,,重庆
2020-02-15,544,0,184,5,0,7,0.0,32,0,,,重庆
2020-02-16,551,0,207,5,0,7,,23,0,,,重庆
2020-02-17,553,0,225,5,0,2,,18,0,,,重庆
2020-02-18,555,0,254,5,0,2,,29,0,,,重庆
2020-02-19,560,0,274,5,0,5,,20,0,,,重庆
2020-02-20,567,0,299,6,0,7,,25,1,,,重庆
2020-02-21,572,0,316,6,0,5,,17,0,,,重庆
2020-02-22,573,0,328,6,0,1,,12,0,,,重庆
2020-02-23,575,0,335,6,0,2,,7,0,,,重庆
2020-02-24,576,0,349,6,0,1,,14,0,,,重庆
2020-02-25,576,0,372,6,0,0,0.0,23,0,,,重庆
2020-02-26,576,0,384,6,0,0,,12,0,,,重庆
2020-02-27,576,0,401,6,0,0,,17,0,,,重庆
2020-02-28,576,0,422,6,0,0,0.0,21,0,,,重庆
2020-02-29,576,0,438,6,0,0,,16,0,,,重庆
2020-03-01,576,0,450,6,0,0,0.0,12,0,,,重庆
2020-03-02,576,0,469,6,0,0,,19,0,,,重庆
2020-03-03,576,0,490,6,0,0,,21,0,,,重庆
2020-03-04,576,0,502,6,0,0,,12,0,,,重庆
2020-03-05,576,0,512,6,0,0,,10,0,,,重庆
2020-03-06,576,0,520,6,0,0,,8,0,,,重庆
2020-03-07,576,0,526,6,0,0,,6,0,,,重庆
2020-03-08,576,0,527,6,0,0,,1,0,,,重庆
2020-03-09,576,0,542,6,0,0,,15,0,,,重庆
2020-03-10,576,0,547,6,0,0,,5,0,,,重庆
2020-03-11,576,0,554,6,0,0,,7,0,,,重庆
2020-03-12,576,0,564,6,0,0,,10,0,,,重庆
2020-03-13,576,0,566,6,0,0,,2,0,,,重庆
2020-03-14,576,0,569,6,0,0,,3,0,,,重庆
2020-03-15,576,0,570,6,0,0,,1,0,,,重庆
2020-03-16,576,0,570,6,0,0,0.0,0,0,0.0,,重庆
2020-03-17,576,0,570,6,0,0,,0,0,,,重庆
2020-03-18,576,0,570,6,0,0,,0,0,,,重庆
2020-03-19,576,0,570,6,0,0,,0,0,,,重庆
2020-03-20,576,0,570,6,0,0,,0,0,,,重庆
2020-03-21,576,0,570,6,0,0,,0,0,,,重庆
2020-03-22,577,0,570,6,0,1,,0,0,,,重庆
2020-03-23,578,0,570,6,0,1,,0,0,,,重庆
2020-03-24,578,0,570,6,0,0,,0,0,,,重庆
2020-03-25,578,0,570,6,0,0,,0,0,,,重庆
2020-03-26,578,0,570,6,0,0,,0,0,,,重庆
2020-03-27,578,0,570,6,0,0,,0,0,,,重庆
2020-03-28,579,0,570,6,0,1,,0,0,,,重庆
2020-03-29,579,0,570,6,0,0,,0,0,,,重庆
2020-03-30,579,0,570,6,0,0,,0,0,,,重庆
2020-03-31,579,0,570,6,0,0,,0,0,,,重庆
2020-01-21,2,5,0,0,0,2,,0,0,,,四川
2020-01-22,5,7,0,0,0,3,,0,0,,,四川
2020-01-23,15,10,0,0,0,10,,0,0,,,四川
2020-01-24,28,25,0,0,0,13,,0,0,,,四川
2020-01-25,44,34,0,0,0,16,,0,0,,,四川
2020-01-26,69,92,0,0,0,25,,0,0,,,四川
2020-01-27,90,138,0,0,0,21,,0,0,,,四川
2020-01-28,108,182,0,0,0,18,,0,0,,,四川
2020-01-29,142,243,1,1,0,34,,1,1,,,四川
2020-01-30,177,241,1,1,0,35,,0,0,,,四川
2020-01-31,207,256,3,1,0,30,,2,0,,,四川
2020-02-01,231,247,3,1,0,24,,0,0,,,四川
2020-02-02,254,268,12,1,0,23,,9,0,,,四川
2020-02-03,282,258,14,1,0,28,,2,0,,,四川
2020-02-04,301,281,24,1,0,19,,10,0,,,四川
2020-02-05,321,0,27,1,0,20,0.0,3,0,,,四川
2020-02-06,344,0,37,1,0,23,157.0,10,0,,,四川
2020-02-07,363,409,50,1,0,19,0.0,13,0,,,四川
2020-02-08,386,0,60,1,0,23,,10,0,,,四川
2020-02-09,405,0,76,1,0,19,,16,0,,,四川
2020-02-10,417,0,82,1,0,12,,6,0,,,四川
2020-02-11,436,0,85,1,0,19,,3,0,,,四川
2020-02-12,451,0,93,1,0,15,,8,0,,,四川
2020-02-13,463,0,105,1,0,12,,12,0,,,四川
2020-02-14,470,0,115,1,0,7,,10,0,,,四川
2020-02-15,481,0,127,3,0,11,,12,2,,,四川
2020-02-16,495,0,136,3,0,14,,9,0,,,四川
2020-02-17,508,0,163,3,0,13,,27,0,,,四川
2020-02-18,514,0,177,3,0,6,,14,0,,,四川
2020-02-19,520,0,198,3,0,6,,21,0,,,四川
2020-02-20,525,0,222,3,0,5,,24,0,,,四川
2020-02-21,526,0,242,3,0,1,,20,0,,,四川
2020-02-22,526,0,256,3,0,0,,14,0,,,四川
2020-02-23,527,0,263,3,0,1,,7,0,,,四川
2020-02-24,529,0,278,3,0,2,,15,0,,,四川
2020-02-25,531,0,292,3,0,2,,14,0,,,四川
2020-02-26,534,0,310,3,0,3,,18,0,,,四川
2020-02-27,538,0,326,3,0,4,,16,0,,,四川
2020-02-28,538,0,350,3,0,0,,24,0,,,四川
2020-02-29,538,0,363,3,0,0,,13,0,,,四川
2020-03-01,538,0,378,3,0,0,,15,0,,,四川
2020-03-02,538,0,389,3,0,0,,11,0,,,四川
2020-03-03,538,0,400,3,0,0,,11,0,,,四川
2020-03-04,539,0,418,3,0,1,,18,0,,,四川
2020-03-05,539,0,428,3,0,0,,10,0,,,四川
2020-03-06,539,0,448,3,0,0,,20,0,,,四川
2020-03-07,539,0,457,3,0,0,,9,0,,,四川
2020-03-08,539,0,465,3,0,0,,8,0,,,四川
2020-03-09,539,0,470,3,0,0,,5,0,,,四川
2020-03-10,539,0,484,3,0,0,,14,0,,,四川
2020-03-11,539,0,494,3,0,0,,10,0,,,四川
2020-03-12,539,0,500,3,0,0,,6,0,,,四川
2020-03-13,539,0,510,3,0,0,,10,0,,,四川
2020-03-14,539,0,515,3,0,0,,5,0,,,四川
2020-03-15,539,0,516,3,0,0,,1,0,,,四川
2020-03-16,539,0,520,3,0,0,,4,0,,,四川
2020-03-17,540,0,525,3,0,1,,5,0,,,四川
2020-03-18,540,0,531,3,0,0,,6,0,,,四川
2020-03-19,541,0,536,3,0,1,,5,0,,,四川
2020-03-20,542,0,536,3,0,1,,0,0,,,四川
2020-03-21,543,0,536,3,0,1,,0,0,,,四川
2020-03-22,543,0,536,3,0,0,,0,0,,,四川
2020-03-23,545,0,536,3,0,2,,0,0,,,四川
2020-03-24,547,0,536,3,0,2,,0,0,,,四川
2020-03-25,547,0,536,3,0,0,,0,0,,,四川
2020-03-26,548,0,536,3,0,1,,0,0,,,四川
2020-03-27,548,0,536,3,0,0,,0,0,,,四川
2020-03-28,550,0,536,3,0,2,,0,0,,,四川
2020-03-29,550,0,536,3,0,0,,0,0,,,四川
2020-03-30,550,0,536,3,0,0,,0,0,,,四川
2020-03-31,552,0,536,3,0,2,,0,0,,,四川
2020-01-21,9,10,0,0,0,9,,0,0,,,上海
2020-01-22,16,16,0,0,0,7,,0,0,,,上海
2020-01-23,20,34,0,0,0,4,,0,0,,,上海
2020-01-24,33,72,0,0,0,13,,0,0,,,上海
2020-01-25,40,95,1,1,0,7,,1,1,,,上海
2020-01-26,53,90,1,1,0,13,,0,0,,,上海
2020-01-27,66,129,1,1,0,13,,0,0,,,上海
2020-01-28,80,167,4,1,0,14,,3,0,,,上海
2020-01-29,101,180,5,1,0,21,,1,0,,,上海
2020-01-30,128,164,5,1,0,27,,0,0,,,上海
2020-01-31,153,167,9,1,0,25,,4,0,,,上海
2020-02-01,177,168,10,1,0,24,,1,0,,,上海
2020-02-02,193,173,10,1,0,16,,0,0,,,上海
2020-02-03,208,168,10,1,0,15,,0,0,,,上海
2020-02-04,233,194,12,1,0,25,,2,0,,,上海
2020-02-05,254,0,15,1,0,21,0.0,3,0,,,上海
2020-02-06,269,166,25,1,0,15,94.0,10,0,,,上海
2020-02-07,281,166,30,1,0,12,0.0,5,0,,,上海
2020-02-08,292,0,41,1,0,11,0.0,11,0,,,上海
2020-02-09,295,0,44,1,0,3,,3,0,,,上海
2020-02-10,302,0,48,1,0,7,,4,0,,,上海
2020-02-11,306,0,53,1,0,4,,5,0,,,上海
2020-02-12,313,0,57,1,0,7,,4,0,,,上海
2020-02-13,318,0,62,1,0,5,,5,0,,,上海
2020-02-14,326,0,90,1,0,8,,28,0,,,上海
2020-02-15,328,0,124,1,0,2,,34,0,,,上海
2020-02-16,331,0,140,1,0,3,,16,0,,,上海
2020-02-17,333,0,161,1,0,2,,21,0,,,上海
2020-02-18,333,0,177,1,0,0,,16,0,,,上海
2020-02-19,333,0,186,2,0,0,,9,1,,,上海
2020-02-20,334,0,199,2,0,1,,13,0,,,上海
2020-02-21,334,0,211,3,0,0,,12,1,,,上海
2020-02-22,335,0,227,3,0,1,,16,0,,,上海
2020-02-23,335,0,249,3,0,0,,22,0,,,上海
2020-02-24,335,0,261,3,0,0,,12,0,,,上海
2020-02-25,336,0,268,3,0,1,,7,0,,,上海
2020-02-26,337,0,272,3,0,1,,4,0,,,上海
2020-02-27,337,0,276,3,0,0,,4,0,,,上海
2020-02-28,337,0,279,3,0,0,,3,0,,,上海
2020-02-29,337,0,287,3,0,0,,8,0,,,上海
2020-03-01,337,0,290,3,0,0,,3,0,,,上海
2020-03-02,338,0,292,3,0,1,,2,0,,,上海
2020-03-03,338,0,294,3,0,0,,2,0,,,上海
2020-03-04,338,0,298,3,0,0,,4,0,,,上海
2020-03-05,339,0,303,3,0,1,,5,0,,,上海
2020-03-06,342,0,306,3,0,3,,3,0,,,上海
2020-03-07,342,0,313,3,0,0,,7,0,,,上海
2020-03-08,342,0,314,3,0,0,,1,0,,,上海
2020-03-09,342,0,315,3,0,0,,1,0,,,上海
2020-03-10,344,0,319,3,0,2,,4,0,,,上海
2020-03-11,344,0,320,3,0,0,,1,0,,,上海
2020-03-12,346,0,321,3,0,2,,1,0,,,上海
2020-03-13,350,0,324,3,0,4,,3,0,,,上海
2020-03-14,353,0,324,3,0,3,0.0,0,0,0.0,,上海
2020-03-15,355,0,324,3,0,2,,0,0,,,上海
2020-03-16,358,0,325,3,0,3,,1,0,,,上海
2020-03-17,361,0,325,3,0,3,,0,0,,,上海
2020-03-18,363,0,326,3,0,2,,1,0,,,上海
2020-03-19,371,0,326,3,0,8,,0,0,,,上海
2020-03-20,380,0,326,3,0,9,,0,0,,,上海
2020-03-21,394,0,327,4,0,14,,1,1,,,上海
2020-03-22,404,0,328,4,0,10,,1,0,,,上海
2020-03-23,414,0,329,4,0,10,,1,0,,,上海
2020-03-24,433,0,330,5,0,19,,1,1,,,上海
2020-03-25,451,0,330,5,0,18,,0,0,,,上海
2020-03-26,468,0,331,5,0,17,,1,0,,,上海
2020-03-27,485,0,334,5,0,17,,3,0,,,上海
2020-03-28,492,0,334,5,0,7,,0,0,,,上海
2020-03-29,498,0,334,5,0,6,,0,0,,,上海
2020-03-30,509,0,338,5,0,11,0.0,4,0,0.0,,上海
2020-03-31,516,0,341,6,0,7,,3,1,,,上海
2020-04-01,516,0,343,6,0,0,,2,0,,,上海
2020-01-23,3,12,0,0,0,3,,0,0,,,黑龙江
