日期,累计确诊,累计疑似,累计治愈,累计死亡,累计重症,当日新增确诊,当日新增疑似,当日新增治愈,当日新增死亡,当日新增重症,当日现存确诊,名称
2020-03-26,7,0,0,0,0,2,0.0,0,0,0.0,7,莫桑比克
2020-03-28,8,0,0,0,0,1,0.0,0,0,0.0,8,莫桑比克
2020-03-30,8,0,0,0,0,0,0.0,0,0,0.0,8,莫桑比克
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,1,喀麦隆
2020-03-10,2,0,0,0,0,1,0.0,0,0,0.0,2,喀麦隆
2020-03-14,3,0,0,0,0,1,0.0,0,0,0.0,3,喀麦隆
2020-03-15,4,0,0,0,0,1,0.0,0,0,0.0,4,喀麦隆
2020-03-18,13,0,0,0,0,9,0.0,0,0,0.0,13,喀麦隆
2020-03-20,27,0,0,0,0,14,0.0,0,0,0.0,27,喀麦隆
2020-03-21,40,0,0,0,0,13,0.0,0,0,0.0,40,喀麦隆
2020-03-23,56,0,0,0,0,16,0.0,0,0,0.0,56,喀麦隆
2020-03-24,66,0,0,1,0,10,0.0,0,1,0.0,65,喀麦隆
2020-03-25,70,0,2,1,0,4,0.0,2,0,0.0,67,喀麦隆
2020-03-26,75,0,2,1,0,5,0.0,0,0,0.0,72,喀麦隆
2020-03-27,88,0,2,2,0,13,0.0,0,1,0.0,84,喀麦隆
2020-03-28,113,0,2,2,0,25,0.0,0,0,0.0,109,喀麦隆
2020-03-29,139,0,3,2,0,26,0.0,1,0,0.0,134,喀麦隆
2020-03-30,142,0,3,2,0,3,0.0,0,0,0.0,137,喀麦隆
2020-03-31,193,0,3,2,0,51,0.0,0,0,0.0,188,喀麦隆
2020-03-21,1,0,0,0,0,1,0.0,0,0,0.0,1,乌干达
2020-03-22,1,0,0,0,0,0,,0,0,,1,乌干达
2020-03-23,9,0,0,0,0,8,0.0,0,0,0.0,9,乌干达
2020-03-25,14,0,0,0,0,5,0.0,0,0,0.0,14,乌干达
2020-03-27,18,0,0,0,0,4,0.0,0,0,0.0,18,乌干达
2020-03-28,30,0,0,0,0,12,0.0,0,0,0.0,30,乌干达
2020-03-29,33,0,0,0,0,3,0.0,0,0,0.0,33,乌干达
2020-03-31,44,0,0,0,0,11,0.0,0,0,0.0,44,乌干达
2020-03-21,1,0,0,0,0,1,0.0,0,0,0.0,1,厄立特里亚
2020-03-22,1,0,0,0,0,0,,0,0,,1,厄立特里亚
2020-03-25,4,0,0,0,0,3,0.0,0,0,0.0,4,厄立特里亚
2020-03-26,6,0,0,0,0,2,0.0,0,0,0.0,6,厄立特里亚
2020-03-29,12,0,0,0,0,6,0.0,0,0,0.0,12,厄立特里亚
2020-03-31,15,0,0,0,0,3,0.0,0,0,0.0,15,厄立特里亚
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,1,刚果（布）
2020-03-21,4,0,0,0,0,3,0.0,0,0,0.0,4,刚果（布）
2020-03-22,4,0,0,0,0,0,,0,0,,4,刚果（布）
2020-03-27,19,0,0,0,0,15,0.0,0,0,0.0,19,刚果（布）
2020-03-20,1,0,0,0,0,1,0.0,0,0,0.0,1,津巴布韦
2020-03-21,2,0,0,0,0,1,0.0,0,0,0.0,2,津巴布韦
2020-03-22,2,0,0,0,0,0,,0,0,,2,津巴布韦
2020-03-23,2,0,0,1,0,0,0.0,0,1,0.0,1,津巴布韦
2020-03-24,3,0,0,1,0,1,0.0,0,0,0.0,2,津巴布韦
2020-03-26,5,0,0,1,0,2,0.0,0,0,0.0,4,津巴布韦
2020-03-27,7,0,0,1,0,2,0.0,0,0,0.0,6,津巴布韦
2020-03-30,8,0,0,1,0,1,0.0,0,0,0.0,7,津巴布韦
2020-02-27,1,0,0,0,0,1,0.0,0,0,,1,丹麦
2020-02-28,2,0,0,0,0,1,0.0,0,0,,2,丹麦
2020-02-29,3,0,0,0,0,1,0.0,0,0,,3,丹麦
2020-03-02,4,0,0,0,0,1,0.0,0,0,,4,丹麦
2020-03-03,10,0,0,0,0,6,0.0,0,0,0.0,10,丹麦
2020-03-04,15,0,0,0,0,5,0.0,0,0,0.0,15,丹麦
2020-03-05,20,0,0,0,0,5,0.0,0,0,0.0,20,丹麦
2020-03-06,23,0,0,0,0,3,0.0,0,0,0.0,23,丹麦
2020-03-07,27,0,0,0,0,4,0.0,0,0,0.0,27,丹麦
2020-03-08,35,0,0,0,0,8,0.0,0,0,0.0,35,丹麦
2020-03-09,59,0,0,0,0,24,0.0,0,0,0.0,59,丹麦
2020-03-10,262,0,0,0,0,203,0.0,0,0,0.0,262,丹麦
2020-03-11,614,0,0,0,0,352,0.0,0,0,0.0,614,丹麦
2020-03-12,674,0,0,0,0,60,0.0,0,0,0.0,674,丹麦
2020-03-13,801,0,0,0,0,127,0.0,0,0,0.0,801,丹麦
2020-03-14,827,0,0,0,0,26,0.0,0,0,0.0,827,丹麦
2020-03-15,864,0,0,3,0,37,0.0,0,3,0.0,861,丹麦
2020-03-16,914,0,0,4,0,50,0.0,0,1,0.0,910,丹麦
2020-03-17,977,0,0,4,0,63,0.0,0,0,0.0,973,丹麦
2020-03-18,1057,0,0,4,0,80,0.0,0,0,0.0,1053,丹麦
2020-03-19,1151,0,0,6,0,94,0.0,0,2,0.0,1145,丹麦
2020-03-20,1255,0,0,9,0,104,0.0,0,3,0.0,1246,丹麦
2020-03-21,1326,0,0,13,0,71,0.0,0,4,0.0,1313,丹麦
2020-03-22,1395,0,0,13,0,69,0.0,0,0,0.0,1382,丹麦
2020-03-23,1460,0,0,24,0,65,0.0,0,11,0.0,1436,丹麦
2020-03-24,1591,0,0,32,0,131,0.0,0,8,0.0,1559,丹麦
2020-03-25,1724,0,0,34,0,133,0.0,0,2,0.0,1690,丹麦
2020-03-26,1877,0,50,41,0,153,0.0,50,7,0.0,1786,丹麦
2020-03-27,2046,0,50,52,0,169,0.0,0,11,0.0,1944,丹麦
2020-03-28,2366,0,57,52,0,320,0.0,7,0,0.0,2257,丹麦
2020-03-29,2564,0,73,72,0,198,0.0,16,20,0.0,2419,丹麦
2020-03-30,2755,0,73,77,0,191,0.0,0,5,0.0,2605,丹麦
2020-03-31,2860,0,77,90,0,105,0.0,4,13,0.0,2693,丹麦
2020-04-01,3039,0,77,90,0,179,0.0,0,0,0.0,2872,丹麦
2020-03-26,19,0,0,0,0,19,0.0,0,0,0.0,19,阿鲁巴
2020-03-19,1,0,0,0,0,1,0.0,0,0,0.0,1,斐济
2020-03-26,5,0,0,0,0,4,0.0,0,0,0.0,5,斐济
2020-03-23,1,0,0,0,0,1,0.0,0,0,0.0,1,伯利兹
2020-03-26,2,0,0,0,0,1,0.0,0,0,0.0,2,伯利兹
2020-03-23,2,0,0,0,0,2,0.0,0,0,0.0,2,缅甸
2020-03-24,3,0,0,0,0,1,0.0,0,0,0.0,3,缅甸
2020-03-26,5,0,0,0,0,2,0.0,0,0,0.0,5,缅甸
2020-03-28,8,0,0,0,0,3,0.0,0,0,0.0,8,缅甸
2020-03-29,10,0,0,0,0,2,0.0,0,0,0.0,10,缅甸
2020-03-30,14,0,0,0,0,4,0.0,0,0,0.0,14,缅甸
2020-03-31,15,0,0,1,0,1,0.0,0,1,0.0,14,缅甸
2020-03-09,2,0,0,0,0,2,0.0,0,0,0.0,2,塞浦路斯
2020-03-11,6,0,0,0,0,4,0.0,0,0,0.0,6,塞浦路斯
2020-03-12,10,0,0,0,0,4,0.0,0,0,0.0,10,塞浦路斯
2020-03-13,14,0,0,0,0,4,0.0,0,0,0.0,14,塞浦路斯
2020-03-14,21,0,0,0,0,7,0.0,0,0,0.0,21,塞浦路斯
2020-03-15,32,0,0,0,0,11,0.0,0,0,0.0,32,塞浦路斯
2020-03-18,58,0,0,0,0,26,0.0,0,0,0.0,58,塞浦路斯
2020-03-19,67,0,0,0,0,9,0.0,0,0,0.0,67,塞浦路斯
2020-03-20,75,0,0,0,0,8,0.0,0,0,0.0,75,塞浦路斯
2020-03-21,84,0,0,0,0,9,0.0,0,0,0.0,84,塞浦路斯
2020-03-22,95,0,0,0,0,11,0.0,0,0,0.0,95,塞浦路斯
2020-03-23,116,0,0,0,0,21,0.0,0,0,0.0,116,塞浦路斯
2020-03-24,124,0,0,0,0,8,0.0,0,0,0.0,124,塞浦路斯
2020-03-25,132,0,0,0,0,8,0.0,0,0,0.0,132,塞浦路斯
2020-03-26,132,0,3,3,0,0,0.0,3,3,0.0,126,塞浦路斯
2020-03-27,162,0,4,5,0,30,0.0,1,2,0.0,153,塞浦路斯
2020-03-28,179,0,4,5,0,17,0.0,0,0,0.0,170,塞浦路斯
2020-03-29,214,0,4,6,0,35,0.0,0,1,0.0,204,塞浦路斯
2020-03-30,230,0,4,6,0,16,0.0,0,0,0.0,220,塞浦路斯
2020-03-31,262,0,4,6,0,32,0.0,0,0,0.0,252,塞浦路斯
2020-03-26,37,0,0,1,0,37,0.0,0,1,0.0,36,关岛
2020-03-14,1,0,0,0,0,1,0.0,0,0,0.0,1,科索沃
2020-03-22,28,0,0,1,0,27,0.0,0,1,0.0,27,科索沃
2020-03-25,71,0,0,1,0,43,0.0,0,0,0.0,70,科索沃
2020-03-26,71,0,0,1,0,0,0.0,0,0,0.0,70,科索沃
2020-03-28,91,0,0,1,0,20,0.0,0,0,0.0,90,科索沃
2020-03-29,94,0,1,1,0,3,0.0,1,0,0.0,92,科索沃
2020-03-18,3,0,0,0,0,3,0.0,0,0,0.0,3,吉尔吉斯斯坦
2020-03-20,6,0,0,0,0,3,0.0,0,0,0.0,6,吉尔吉斯斯坦
2020-03-21,12,0,0,0,0,6,0.0,0,0,0.0,12,吉尔吉斯斯坦
2020-03-23,16,0,0,0,0,4,0.0,0,0,0.0,16,吉尔吉斯斯坦
2020-03-25,44,0,0,0,0,28,0.0,0,0,0.0,44,吉尔吉斯斯坦
2020-03-27,58,0,0,0,0,14,0.0,0,0,0.0,58,吉尔吉斯斯坦
2020-03-30,94,0,0,0,0,36,0.0,0,0,0.0,94,吉尔吉斯斯坦
2020-03-31,107,0,0,0,0,13,0.0,0,0,0.0,107,吉尔吉斯斯坦
2020-03-30,3,0,0,0,0,3,0.0,0,0,0.0,3,博茨瓦纳
2020-03-31,4,0,0,1,0,1,0.0,0,1,0.0,3,博茨瓦纳
2020-03-19,1,0,0,0,0,1,0.0,0,0,0.0,1,尼日尔
2020-03-20,1,0,0,0,0,0,0.0,0,0,0.0,1,尼日尔
2020-03-21,2,0,0,0,0,1,0.0,0,0,0.0,2,尼日尔
2020-03-22,2,0,0,0,0,0,,0,0,,2,尼日尔
2020-03-24,7,0,0,1,0,5,0.0,0,1,0.0,6,尼日尔
2020-03-26,8,0,0,1,0,1,0.0,0,0,0.0,7,尼日尔
2020-03-27,10,0,0,1,0,2,0.0,0,0,0.0,9,尼日尔
2020-03-30,22,0,0,3,0,12,0.0,0,2,0.0,19,尼日尔
2020-03-13,1,0,0,0,0,1,0.0,0,0,0.0,1,苏里南
2020-03-19,2,0,0,0,0,1,0.0,0,0,0.0,2,苏里南
2020-03-21,5,0,0,0,0,3,0.0,0,0,0.0,5,苏里南
2020-03-23,6,0,0,0,0,1,0.0,0,0,0.0,6,苏里南
2020-03-26,8,0,0,0,0,2,0.0,0,0,0.0,8,苏里南
2020-03-31,9,0,0,0,0,1,0.0,0,0,0.0,9,苏里南
2020-03-19,1,0,0,0,0,1,0.0,0,0,0.0,1,佛得角
2020-03-21,3,0,0,0,0,2,0.0,0,0,0.0,3,佛得角
2020-03-22,3,0,0,0,0,0,,0,0,,3,佛得角
2020-03-25,3,0,0,1,0,0,0.0,0,1,0.0,2,佛得角
2020-03-26,4,0,0,1,0,1,0.0,0,0,0.0,3,佛得角
2020-03-27,5,0,0,1,0,1,0.0,0,0,0.0,4,佛得角
2020-03-28,5,0,0,1,0,0,,0,0,,4,佛得角
2020-03-30,6,0,0,1,0,1,0.0,0,0,0.0,5,佛得角
2020-03-18,1,0,0,0,0,1,0.0,0,0,0.0,1,萨尔瓦多
2020-03-27,13,0,0,0,0,12,0.0,0,0,0.0,13,萨尔瓦多
2020-03-11,1,0,0,0,0,1,0.0,0,0,0.0,1,圭亚那
2020-03-16,4,0,0,0,0,3,0.0,0,0,0.0,4,圭亚那
2020-03-19,5,0,0,1,0,1,0.0,0,1,0.0,4,圭亚那
2020-03-19,1,0,0,0,0,1,0.0,0,0,0.0,1,尼加拉瓜
2020-03-20,2,0,0,0,0,1,0.0,0,0,0.0,2,尼加拉瓜
2020-03-27,4,0,0,1,0,2,0.0,0,1,0.0,3,尼加拉瓜
2020-03-17,1,0,0,0,0,1,0.0,0,0,0.0,1,冈比亚
2020-03-22,2,0,0,1,0,1,0.0,0,1,0.0,1,冈比亚
2020-03-24,3,0,0,1,0,1,0.0,0,0,0.0,2,冈比亚
2020-03-29,4,0,0,1,0,1,0.0,0,0,0.0,3,冈比亚
2020-03-21,1,0,0,0,0,1,0.0,0,0,0.0,1,东帝汶
2020-02-26,2,0,0,0,0,2,0.0,0,0,,2,巴基斯坦
2020-02-29,3,0,0,0,0,1,0.0,0,0,,3,巴基斯坦
2020-03-02,4,0,0,0,0,1,0.0,0,0,,4,巴基斯坦
2020-03-03,5,0,0,0,0,1,0.0,0,0,,5,巴基斯坦
2020-03-05,6,0,0,0,0,1,0.0,0,0,0.0,6,巴基斯坦
2020-03-08,7,0,1,0,0,1,0.0,1,0,0.0,6,巴基斯坦
2020-03-09,16,0,1,0,0,9,0.0,0,0,0.0,15,巴基斯坦
2020-03-10,18,0,1,0,0,2,0.0,0,0,0.0,17,巴基斯坦
2020-03-11,20,0,1,0,0,2,0.0,0,0,0.0,19,巴基斯坦
2020-03-12,21,0,1,0,0,1,0.0,0,0,0.0,20,巴基斯坦
2020-03-13,28,0,1,0,0,7,0.0,0,0,0.0,27,巴基斯坦
2020-03-14,33,0,2,0,0,5,0.0,1,0,0.0,31,巴基斯坦
2020-03-15,53,0,2,0,0,20,0.0,0,0,0.0,51,巴基斯坦
2020-03-16,184,0,3,0,0,131,0.0,1,0,0.0,181,巴基斯坦
2020-03-17,235,0,3,1,0,51,0.0,0,1,0.0,231,巴基斯坦
2020-03-18,257,0,3,1,0,22,0.0,0,0,0.0,253,巴基斯坦
2020-03-19,448,0,3,1,0,191,0.0,0,0,0.0,444,巴基斯坦
2020-03-20,495,0,3,3,0,47,0.0,0,2,0.0,489,巴基斯坦
2020-03-21,730,0,5,3,0,235,0.0,2,0,0.0,722,巴基斯坦
2020-03-22,799,0,6,5,0,69,0.0,1,2,0.0,788,巴基斯坦
2020-03-23,875,0,6,6,0,76,0.0,0,1,0.0,863,巴基斯坦
2020-03-24,972,0,6,7,0,97,0.0,0,1,0.0,959,巴基斯坦
2020-03-25,1102,0,6,7,0,130,0.0,0,0,0.0,1089,巴基斯坦
2020-03-26,1179,0,21,9,0,77,0.0,15,2,0.0,1149,巴基斯坦
2020-03-27,1296,0,23,9,0,117,0.0,2,0,0.0,1264,巴基斯坦
2020-03-28,1495,0,25,12,0,199,0.0,2,3,0.0,1458,巴基斯坦
2020-03-29,1566,0,25,15,0,71,0.0,0,3,0.0,1526,巴基斯坦
2020-03-30,1717,0,29,18,0,151,0.0,4,3,0.0,1670,巴基斯坦
2020-03-31,1940,0,58,26,0,223,0.0,29,8,0.0,1856,巴基斯坦
2020-03-01,2,0,0,0,0,2,0.0,0,0,,2,埃及
2020-03-02,2,0,1,0,0,0,0.0,1,0,,1,埃及
2020-03-07,15,0,1,0,0,13,0.0,0,0,0.0,14,埃及
2020-03-08,55,0,1,1,0,40,0.0,0,1,0.0,53,埃及
2020-03-09,59,0,1,1,0,4,0.0,0,0,0.0,57,埃及
2020-03-11,67,0,1,1,0,8,0.0,0,0,0.0,65,埃及
2020-03-12,80,0,20,1,0,13,0.0,19,0,0.0,59,埃及
2020-03-13,93,0,21,2,0,13,0.0,1,1,0.0,70,埃及
2020-03-14,110,0,21,2,0,17,0.0,0,0,0.0,87,埃及
2020-03-15,126,0,26,2,0,16,0.0,5,0,0.0,98,埃及
2020-03-16,166,0,26,2,0,40,0.0,0,0,0.0,138,埃及
2020-03-17,196,0,26,6,0,30,0.0,0,4,0.0,164,埃及
2020-03-18,210,0,28,6,0,14,0.0,2,0,0.0,176,埃及
2020-03-19,256,0,28,7,0,46,0.0,0,1,0.0,221,埃及
2020-03-20,285,0,39,8,0,29,0.0,11,1,0.0,238,埃及
2020-03-21,294,0,41,10,0,9,0.0,2,2,0.0,243,埃及
2020-03-22,327,0,56,14,0,33,0.0,15,4,0.0,257,埃及
2020-03-23,366,0,56,19,0,39,,0,5,,291,埃及
2020-03-24,402,0,80,20,0,36,0.0,24,1,0.0,302,埃及
2020-03-25,456,0,95,21,0,54,0.0,15,1,0.0,340,埃及
2020-03-26,495,0,102,24,0,39,0.0,7,3,0.0,369,埃及
2020-03-27,536,0,116,30,0,41,0.0,14,6,0.0,390,埃及
2020-03-28,576,0,121,36,0,40,0.0,5,6,0.0,419,埃及
2020-03-29,609,0,132,40,0,33,0.0,11,4,0.0,437,埃及
2020-03-30,656,0,150,41,0,47,0.0,18,1,0.0,465,埃及
2020-03-31,710,0,157,46,0,54,0.0,7,5,0.0,507,埃及
2020-02-24,5,0,0,0,0,5,0.0,0,0,,5,科威特
2020-02-25,8,0,0,0,0,3,0.0,0,0,,8,科威特
2020-02-26,26,0,0,0,0,18,0.0,0,0,,26,科威特
2020-02-27,43,0,0,0,0,17,0.0,0,0,,43,科威特
2020-02-28,45,0,0,0,0,2,0.0,0,0,,45,科威特
2020-03-02,56,0,0,0,0,11,0.0,0,0,,56,科威特
2020-03-05,58,0,0,0,0,2,0.0,0,0,0.0,58,科威特
2020-03-09,65,0,0,0,0,7,0.0,0,0,0.0,65,科威特
2020-03-10,69,0,0,0,0,4,0.0,0,0,0.0,69,科威特
2020-03-11,72,0,2,0,0,3,0.0,2,0,0.0,70,科威特
2020-03-12,72,0,5,0,0,0,0.0,3,0,0.0,67,科威特
2020-03-13,100,0,5,0,0,28,0.0,0,0,0.0,95,科威特
2020-03-15,112,0,9,0,0,12,0.0,4,0,0.0,103,科威特
2020-03-16,123,0,9,0,0,11,0.0,0,0,0.0,114,科威特
2020-03-17,130,0,12,0,0,7,0.0,3,0,0.0,118,科威特
2020-03-18,142,0,12,0,0,12,0.0,0,0,0.0,130,科威特
2020-03-19,148,0,18,0,0,6,0.0,6,0,0.0,130,科威特
2020-03-20,159,0,18,0,0,11,0.0,0,0,0.0,141,科威特
2020-03-22,188,0,30,0,0,29,0.0,12,0,0.0,158,科威特
2020-03-24,191,0,39,0,0,3,0.0,9,0,0.0,152,科威特
2020-03-25,195,0,43,0,0,4,0.0,4,0,0.0,152,科威特
2020-03-26,208,0,49,0,0,13,0.0,6,0,0.0,159,科威特
2020-03-27,225,0,57,0,0,17,0.0,8,0,0.0,168,科威特
2020-03-28,235,0,64,0,0,10,0.0,7,0,0.0,171,科威特
2020-03-30,266,0,72,0,0,31,0.0,8,0,0.0,194,科威特
2020-03-31,289,0,73,0,0,23,0.0,1,0,0.0,216,科威特
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,1,斯洛伐克
2020-03-07,3,0,0,0,0,2,0.0,0,0,0.0,3,斯洛伐克
2020-03-08,5,0,0,0,0,2,0.0,0,0,0.0,5,斯洛伐克
2020-03-09,7,0,0,0,0,2,0.0,0,0,0.0,7,斯洛伐克
2020-03-11,10,0,0,0,0,3,0.0,0,0,0.0,10,斯洛伐克
2020-03-12,16,0,0,0,0,6,0.0,0,0,0.0,16,斯洛伐克
2020-03-13,32,0,0,0,0,16,0.0,0,0,0.0,32,斯洛伐克
2020-03-14,44,0,0,0,0,12,0.0,0,0,0.0,44,斯洛伐克
2020-03-15,61,0,0,0,0,17,0.0,0,0,0.0,61,斯洛伐克
2020-03-17,97,0,0,0,0,36,0.0,0,0,0.0,97,斯洛伐克
2020-03-18,105,0,0,0,0,8,0.0,0,0,0.0,105,斯洛伐克
2020-03-19,123,0,0,0,0,18,0.0,0,0,0.0,123,斯洛伐克
2020-03-20,137,0,0,0,0,14,0.0,0,0,0.0,137,斯洛伐克
2020-03-21,178,0,0,0,0,41,0.0,0,0,0.0,178,斯洛伐克
2020-03-22,185,0,0,0,0,7,0.0,0,0,0.0,185,斯洛伐克
2020-03-23,186,0,7,0,0,1,0.0,7,0,0.0,179,斯洛伐克
2020-03-24,204,0,7,0,0,18,0.0,0,0,0.0,197,斯洛伐克
2020-03-25,216,0,7,0,0,12,0.0,0,0,0.0,209,斯洛伐克
2020-03-26,226,0,7,0,0,10,0.0,0,0,0.0,219,斯洛伐克
2020-03-30,336,0,7,0,0,110,0.0,0,0,0.0,329,斯洛伐克
2020-03-31,363,0,7,1,0,27,0.0,0,1,0.0,355,斯洛伐克
2020-03-06,1,0,0,0,0,1,0.0,0,0,0.0,1,直布罗陀
2020-03-26,3,0,0,0,0,2,0.0,0,0,0.0,3,直布罗陀
2020-02-28,1,0,0,0,0,1,0.0,0,0,,1,摩纳哥
2020-03-13,2,0,0,0,0,1,0.0,0,0,0.0,2,摩纳哥
2020-03-14,3,0,0,0,0,1,0.0,0,0,0.0,3,摩纳哥
2020-03-15,7,0,0,0,0,4,0.0,0,0,0.0,7,摩纳哥
2020-03-16,9,0,0,0,0,2,0.0,0,0,0.0,9,摩纳哥
2020-03-19,11,0,0,0,0,2,0.0,0,0,0.0,11,摩纳哥
2020-03-21,18,0,0,0,0,7,0.0,0,0,0.0,18,摩纳哥
2020-03-22,23,0,0,0,0,5,0.0,0,0,0.0,23,摩纳哥
2020-03-24,27,0,1,0,0,4,0.0,1,0,0.0,26,摩纳哥
2020-03-25,31,0,1,0,0,4,0.0,0,0,0.0,30,摩纳哥
2020-03-26,33,0,1,0,0,2,0.0,0,0,0.0,32,摩纳哥
2020-03-27,42,0,1,0,0,9,0.0,0,0,0.0,41,摩纳哥
2020-03-28,43,0,1,0,0,1,0.0,0,0,0.0,42,摩纳哥
2020-03-29,46,0,1,0,0,3,0.0,0,0,0.0,45,摩纳哥
2020-03-30,49,0,1,1,0,3,0.0,0,1,0.0,47,摩纳哥
2020-03-31,52,0,1,1,0,3,0.0,0,0,0.0,50,摩纳哥
2020-03-08,1,0,0,0,0,1,0.0,0,0,0.0,1,巴拉圭
2020-03-13,6,0,0,0,0,5,0.0,0,0,0.0,6,巴拉圭
2020-03-16,9,0,0,0,0,3,0.0,0,0,0.0,9,巴拉圭
2020-03-17,11,0,0,0,0,2,0.0,0,0,0.0,11,巴拉圭
2020-03-19,13,0,0,0,0,2,0.0,0,0,0.0,13,巴拉圭
2020-03-20,18,0,0,0,0,5,0.0,0,0,0.0,18,巴拉圭
2020-03-21,22,0,0,1,0,4,0.0,0,1,0.0,21,巴拉圭
2020-03-24,37,0,0,3,0,15,0.0,0,2,0.0,34,巴拉圭
2020-03-25,41,0,0,3,0,4,0.0,0,0,0.0,38,巴拉圭
2020-03-26,41,0,0,3,0,0,,0,0,,38,巴拉圭
2020-03-27,56,0,1,3,0,15,0.0,1,0,0.0,52,巴拉圭
2020-03-28,58,0,1,3,0,2,0.0,0,0,0.0,54,巴拉圭
2020-03-29,64,0,1,3,0,6,0.0,0,0,0.0,60,巴拉圭
2020-03-31,65,0,1,3,0,1,0.0,0,0,0.0,61,巴拉圭
2020-03-26,3,0,0,0,0,3,0.0,0,0,0.0,3,荷属安的列斯
2020-03-30,7,0,0,1,0,4,0.0,0,1,0.0,6,荷属安的列斯
2020-03-22,1,0,0,0,0,1,0.0,0,0,0.0,1,多米尼克
2020-03-26,11,0,0,0,0,10,0.0,0,0,0.0,11,多米尼克
2020-03-15,1,0,0,0,0,1,0.0,0,0,0.0,1,乌兹别克斯坦
2020-03-16,6,0,0,0,0,5,0.0,0,0,0.0,6,乌兹别克斯坦
2020-03-18,13,0,0,0,0,7,0.0,0,0,0.0,13,乌兹别克斯坦
2020-03-19,23,0,0,0,0,10,0.0,0,0,0.0,23,乌兹别克斯坦
2020-03-20,33,0,0,0,0,10,0.0,0,0,0.0,33,乌兹别克斯坦
2020-03-21,41,0,0,0,0,8,0.0,0,0,0.0,41,乌兹别克斯坦
2020-03-22,43,0,0,0,0,2,0.0,0,0,0.0,43,乌兹别克斯坦
2020-03-24,50,0,5,0,0,7,0.0,5,0,0.0,45,乌兹别克斯坦
2020-03-25,55,0,5,0,0,5,0.0,0,0,0.0,50,乌兹别克斯坦
2020-03-26,65,0,5,0,0,10,0.0,0,0,0.0,60,乌兹别克斯坦
2020-03-27,88,0,5,1,0,23,0.0,0,1,0.0,82,乌兹别克斯坦
2020-03-28,104,0,5,2,0,16,0.0,0,1,0.0,97,乌兹别克斯坦
2020-03-29,133,0,5,2,0,29,0.0,0,0,0.0,126,乌兹别克斯坦
2020-03-30,149,0,7,2,0,16,0.0,2,0,0.0,140,乌兹别克斯坦
2020-03-31,167,0,7,2,0,18,0.0,0,0,0.0,158,乌兹别克斯坦
2020-04-01,172,0,7,2,0,5,0.0,0,0,0.0,163,乌兹别克斯坦
2020-03-17,2,0,0,0,0,2,0.0,0,0,0.0,2,黑山
2020-03-19,10,0,0,0,0,8,0.0,0,0,0.0,10,黑山
2020-03-23,27,0,0,0,0,17,0.0,0,0,0.0,27,黑山
2020-03-24,47,0,0,0,0,20,0.0,0,0,0.0,47,黑山
2020-03-25,53,0,0,0,0,6,0.0,0,0,0.0,53,黑山
2020-03-27,75,0,0,1,0,22,0.0,0,1,0.0,74,黑山
2020-03-29,85,0,0,1,0,10,0.0,0,0,0.0,84,黑山
2020-03-30,91,0,0,1,0,6,0.0,0,0,0.0,90,黑山
2020-03-31,109,0,0,1,0,18,0.0,0,0,0.0,108,黑山
2020-03-13,1,0,0,0,0,1,0.0,0,0,0.0,1,危地马拉
2020-03-15,3,0,0,1,0,2,0.0,0,1,0.0,2,危地马拉
2020-03-20,12,0,0,1,0,9,0.0,0,0,0.0,11,危地马拉
2020-03-21,17,0,0,1,0,5,0.0,0,0,0.0,16,危地马拉
2020-03-26,24,0,4,1,0,7,0.0,4,0,0.0,19,危地马拉
2020-03-27,25,0,4,1,0,1,0.0,0,0,0.0,20,危地马拉
2020-03-30,34,0,10,1,0,9,0.0,6,0,0.0,23,危地马拉
2020-03-13,1,0,0,0,0,1,0.0,0,0,0.0,1,加蓬
2020-03-17,3,0,0,0,0,2,0.0,0,0,0.0,3,加蓬
2020-03-20,4,0,0,1,0,1,0.0,0,1,0.0,3,加蓬
2020-03-21,5,0,0,1,0,1,0.0,0,0,0.0,4,加蓬
2020-03-22,5,0,0,1,0,0,,0,0,,4,加蓬
2020-03-25,6,0,0,1,0,1,0.0,0,0,0.0,5,加蓬
2020-03-26,7,0,0,1,0,1,0.0,0,0,0.0,6,加蓬
2020-03-30,16,0,0,1,0,9,0.0,0,0,0.0,15,加蓬
2020-03-31,18,0,0,1,0,2,0.0,0,0,0.0,17,加蓬
2020-03-13,1,0,0,1,0,1,0.0,0,1,0.0,0,苏丹
2020-03-20,2,0,0,1,0,1,0.0,0,0,0.0,1,苏丹
2020-03-23,2,0,0,1,0,0,,0,0,,1,苏丹
2020-03-24,3,0,0,1,0,1,0.0,0,0,0.0,2,苏丹
2020-03-28,5,0,0,1,0,2,0.0,0,0,0.0,4,苏丹
2020-03-30,6,0,0,2,0,1,0.0,0,1,0.0,4,苏丹
2020-03-31,7,0,0,2,0,1,0.0,0,0,0.0,5,苏丹
2020-03-24,1,0,0,0,0,1,0.0,0,0,0.0,1,利比亚
2020-03-25,1,0,0,0,0,0,,0,0,,1,利比亚
2020-03-26,3,0,0,0,0,2,0.0,0,0,0.0,3,利比亚
2020-03-30,8,0,0,0,0,5,0.0,0,0,0.0,8,利比亚
2020-03-06,2,0,0,0,0,2,0.0,0,0,0.0,2,圣马丁岛
